State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,severity,hour,month,day_enc,road_type_enc,weather_enc,road_cond_enc,lighting_enc,alcohol,num_vehicles,num_casualties,junction_enc,cause_enc,risk_score,latitude,longitude,highway,state_region
Kerala,Unknown,2021,February,Sunday,5:8,Fatal,1,Bus,4,0,Rainy,Village Road,Under Construction,Dawn,Signs,43,42,Female,Expired,No,Straight Road,3,5,2,6,3,3,2,1,0,1,4,0,0,3.03,21.14713,79.12745,NH44_Nagpur_Hyderabad,Telangana
Odisha,Unknown,2022,June,Tuesday,22:37,Fatal,1,Truck,9,4,Rainy,Urban Road,Wet,Daylight,Police Checkpost,111,30,Female,Valid,No,Intersection,3,22,6,1,2,3,3,2,0,1,9,0,0,8.18,23.43901,73.29762,NH27_East_West,Rajasthan / MP / UP
Goa,Unknown,2023,March,Thursday,14:5,Fatal,1,Car,7,5,Clear,National Highway,Under Construction,Daylight,,100,67,Male,,Yes,Straight Road,3,14,3,3,0,0,2,2,1,1,7,0,0,9.09,32.05464,77.04495,NH22_Shimla_Manali,Himachal Pradesh
Assam,Unknown,2022,August,Wednesday,15:59,Fatal,5,Bus,4,0,Hazy,Urban Road,Under Construction,Daylight,Signals,35,50,Male,,No,Bridge,3,15,8,2,2,2,2,2,0,5,4,0,0,3.03,10.80234,76.23949,NH66_West_Coast,Maharashtra / Kerala
Nagaland,Unknown,2021,September,Sunday,2:15,Fatal,2,Truck,8,0,Rainy,Urban Road,Dry,Dark,Signals,78,60,Male,Valid,Yes,Straight Road,3,2,9,6,2,3,1,0,1,2,8,0,0,4.85,17.37534,78.45734,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Arunachal Pradesh,Unknown,2021,January,Thursday,14:23,Fatal,1,Truck,7,4,Rainy,State Highway,Dry,Dawn,Signs,114,69,Female,,No,Curve,3,14,1,3,1,3,1,1,0,1,7,0,0,7.58,23.52556,88.86625,NH52_Barasat_Guwahati,West Bengal / Assam
Rajasthan,Udaipur,2022,June,Wednesday,2:29,Minor,3,Bus,2,5,Stormy,State Highway,Dry,Daylight,Signals,78,65,Male,,Yes,Straight Road,1,2,6,2,1,4,1,2,1,3,2,0,0,6.36,12.83277,79.89216,NH44_Bangalore_Chennai,Tamil Nadu
Chandigarh,Unknown,2018,March,Wednesday,20:2,Serious,2,Two-Wheeler,1,3,Clear,National Highway,Wet,Dusk,,92,21,Male,Expired,Yes,Straight Road,2,20,3,2,0,0,3,3,1,2,1,0,0,4.85,26.37093,75.30147,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Himachal Pradesh,Unknown,2021,August,Monday,21:34,Serious,4,Bus,5,1,Stormy,State Highway,Damaged,Dark,Police Checkpost,91,69,Female,Expired,Yes,Curve,2,21,8,0,1,4,0,0,1,4,5,0,0,4.24,22.63475,88.36215,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Goa,Unknown,2023,October,Wednesday,19:24,Minor,1,Auto-Rickshaw,0,1,Stormy,State Highway,Under Construction,Dark,Police Checkpost,75,50,Female,Valid,Yes,Bridge,1,19,10,2,1,4,2,0,1,1,0,0,0,2.12,13.06293,80.2366,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Tripura,Unknown,2020,February,Friday,11:9,Fatal,2,Bus,3,2,Stormy,Village Road,Wet,Dusk,Signs,105,65,Male,Valid,No,Curve,3,11,2,4,3,4,3,3,0,2,3,0,0,4.55,19.83676,79.44887,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Chandigarh,Unknown,2021,June,Wednesday,17:17,Minor,4,Truck,1,5,Rainy,National Highway,Damaged,Dark,Signs,93,67,Male,Valid,No,Curve,1,17,6,2,0,3,0,0,0,4,1,0,0,5.45,19.48595,81.29345,NH30_Patna_Visakhapatnam,Chhattisgarh
Madhya Pradesh,Unknown,2021,February,Friday,22:52,Fatal,1,Bus,2,5,Rainy,Urban Road,Dry,Dark,Signs,93,18,Male,,No,Straight Road,3,22,2,4,2,3,1,0,0,1,2,0,0,6.97,25.79461,79.49095,NH27_East_West,Rajasthan / MP / UP
Meghalaya,Unknown,2021,April,Thursday,13:59,Minor,5,Pedestrian,5,3,Foggy,Urban Road,Dry,Daylight,,113,56,Male,,Yes,Curve,1,13,4,3,2,1,1,2,1,5,5,0,0,5.45,17.98455,73.47316,NH66_West_Coast,Maharashtra / Kerala
Puducherry,Unknown,2019,August,Friday,21:34,Serious,2,Car,9,1,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,35,35,Female,Valid,No,Curve,2,21,8,4,0,3,2,1,0,2,9,0,0,4.85,32.86173,75.10159,NH44_North,Jammu & Kashmir
Jharkhand,Unknown,2023,November,Monday,19:39,Fatal,5,Car,2,5,Foggy,Urban Road,Under Construction,Dark,Police Checkpost,90,35,Male,Valid,Yes,Intersection,3,19,11,0,2,1,2,0,1,5,2,0,0,7.58,23.44541,86.15306,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Chandigarh,Unknown,2021,February,Wednesday,2:28,Minor,2,Auto-Rickshaw,2,4,Rainy,State Highway,Damaged,Daylight,Police Checkpost,100,56,Female,,Yes,Curve,1,2,2,2,1,3,0,2,1,2,2,0,0,5.45,23.48484,88.83935,NH52_Barasat_Guwahati,West Bengal / Assam
Tamil Nadu,Madurai,2022,September,Wednesday,15:18,Minor,3,Truck,0,5,Rainy,State Highway,Wet,Dark,Police Checkpost,110,52,Male,Valid,No,Bridge,1,15,9,2,1,3,3,0,0,3,0,0,0,5.15,26.97578,75.77659,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Telangana,Unknown,2018,March,Thursday,2:18,Fatal,1,Truck,5,5,Foggy,Urban Road,Under Construction,Daylight,,39,60,Male,,No,Bridge,3,2,3,3,2,1,2,2,0,1,5,0,0,7.88,26.87881,78.24908,NH44_Agra_Nagpur,Madhya Pradesh
Jharkhand,Unknown,2020,April,Wednesday,9:34,Fatal,2,Car,10,3,Clear,State Highway,Dry,Dawn,Signs,95,63,Male,Valid,Yes,Curve,3,9,4,2,1,0,1,1,1,2,10,0,0,8.18,17.3164,78.42887,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
West Bengal,Siliguri,2022,March,Wednesday,22:37,Serious,3,Cycle,4,5,Foggy,State Highway,Wet,Dark,Signs,39,28,Female,,Yes,Bridge,2,22,3,2,1,1,3,0,1,3,4,0,0,7.58,23.46435,83.84511,NH30_Patna_Visakhapatnam,Chhattisgarh
Uttar Pradesh,Lucknow,2020,May,Saturday,0:39,Fatal,1,Auto-Rickshaw,4,5,Foggy,National Highway,Damaged,Dark,,79,67,Female,Valid,Yes,Straight Road,3,0,5,5,0,1,0,0,1,1,4,0,0,8.18,12.00433,79.0266,NH44_Bangalore_Chennai,Tamil Nadu
Nagaland,Unknown,2022,September,Tuesday,6:45,Minor,3,Truck,4,3,Hazy,National Highway,Damaged,Dark,Signals,94,35,Male,,No,Curve,1,6,9,1,0,2,0,0,0,3,4,0,0,4.55,30.39872,79.50565,NH58_Delhi_Badrinath,Uttarakhand
Jammu and Kashmir,Unknown,2023,December,Wednesday,3:51,Fatal,2,Cycle,9,0,Stormy,National Highway,Under Construction,Dawn,,95,56,Female,Expired,No,Bridge,3,3,12,2,0,4,2,1,0,2,9,0,0,4.55,18.48032,73.85919,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Maharashtra,Mumbai,2023,April,Sunday,8:15,Fatal,5,Two-Wheeler,8,5,Stormy,Village Road,Damaged,Dark,Signals,105,20,Female,Expired,Yes,Curve,3,8,4,6,3,4,0,0,1,5,8,0,0,9.39,17.30465,74.02796,NH66_West_Coast,Maharashtra / Kerala
Mizoram,Unknown,2019,January,Sunday,16:11,Serious,5,Auto-Rickshaw,5,0,Stormy,State Highway,Damaged,Dark,,88,26,Male,Valid,Yes,Bridge,2,16,1,6,1,4,0,0,1,5,5,0,0,3.33,24.0038,79.05647,NH44_Agra_Nagpur,Madhya Pradesh
Uttarakhand,Unknown,2020,June,Sunday,3:49,Minor,2,Pedestrian,4,1,Stormy,Village Road,Wet,Daylight,Signals,38,53,Female,,No,Curve,1,3,6,6,3,4,3,2,0,2,4,0,0,2.73,30.21433,79.17317,NH58_Delhi_Badrinath,Uttarakhand
Sikkim,Unknown,2019,May,Sunday,21:7,Minor,3,Pedestrian,9,2,Hazy,Urban Road,Dry,Dusk,Police Checkpost,30,33,Female,Valid,No,Curve,1,21,5,6,2,2,1,3,0,3,9,0,0,5.15,19.93567,78.69627,NH44_Nagpur_Hyderabad,Telangana
Goa,Unknown,2020,February,Monday,9:39,Serious,2,Auto-Rickshaw,9,4,Foggy,Urban Road,Under Construction,Dark,Signals,117,39,Male,Valid,Yes,Curve,2,9,2,0,2,1,2,0,1,2,9,0,0,8.18,27.23152,77.94496,NH44_Delhi_Agra,Uttar Pradesh
Nagaland,Unknown,2021,January,Monday,2:53,Minor,5,Cycle,5,3,Clear,State Highway,Wet,Daylight,Signals,115,19,Male,Expired,Yes,Intersection,1,2,1,0,1,0,3,2,1,5,5,0,0,5.45,28.32798,77.12439,NH44_Delhi_Agra,Uttar Pradesh
Karnataka,Mysore,2022,June,Friday,21:24,Minor,5,Cycle,7,0,Stormy,National Highway,Damaged,Dusk,Signals,53,21,Male,Expired,Yes,Straight Road,1,21,6,4,0,4,0,3,1,5,7,0,0,3.33,22.9641,83.45866,NH30_Patna_Visakhapatnam,Chhattisgarh
Himachal Pradesh,Unknown,2020,May,Monday,8:26,Minor,1,Bus,4,2,Hazy,State Highway,Damaged,Dusk,Signals,88,45,Male,Valid,No,Straight Road,1,8,5,0,1,2,0,3,0,1,4,0,0,3.64,25.34328,83.00739,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Telangana,Unknown,2018,February,Monday,20:53,Fatal,3,Car,7,3,Stormy,State Highway,Under Construction,Daylight,Signs,63,43,Female,Expired,No,Straight Road,3,20,2,0,1,4,2,2,0,3,7,0,0,6.67,26.78842,78.23172,NH44_Agra_Nagpur,Madhya Pradesh
Kerala,Unknown,2022,March,Wednesday,9:37,Fatal,4,Bus,5,1,Rainy,National Highway,Damaged,Dawn,Signs,46,38,Female,Expired,Yes,Intersection,3,9,3,2,0,3,0,1,1,4,5,0,0,4.85,16.15954,77.26382,NH44_Hyderabad_Bangalore,Karnataka
Haryana,Unknown,2021,October,Wednesday,7:58,Fatal,5,Truck,1,5,Clear,State Highway,Under Construction,Dusk,Signals,95,62,Male,,Yes,Intersection,3,7,10,2,1,0,2,3,1,5,1,0,0,7.27,21.91169,72.18672,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Delhi,Rohini,2020,November,Monday,22:58,Serious,5,Two-Wheeler,6,4,Foggy,State Highway,Dry,Dark,Police Checkpost,105,61,Male,,No,Intersection,2,22,11,0,1,1,1,0,0,5,6,0,0,6.67,18.1381,78.44247,NH44_Nagpur_Hyderabad,Telangana
Himachal Pradesh,Unknown,2019,February,Tuesday,4:1,Minor,3,Truck,2,0,Rainy,National Highway,Wet,Dawn,Police Checkpost,79,34,Male,Valid,No,Bridge,1,4,2,1,0,3,3,1,0,3,2,0,0,1.21,19.85587,85.48358,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Arunachal Pradesh,Unknown,2021,September,Sunday,11:21,Fatal,3,Pedestrian,0,1,Clear,State Highway,Wet,Dark,Police Checkpost,112,32,Male,Valid,No,Bridge,3,11,9,6,1,0,3,0,0,3,0,0,0,2.73,23.43376,73.26865,NH27_East_West,Rajasthan / MP / UP
Assam,Unknown,2022,May,Sunday,2:28,Serious,5,Bus,1,5,Foggy,State Highway,Wet,Dark,Signals,90,45,Male,,Yes,Straight Road,2,2,5,6,1,1,3,0,1,5,1,0,0,6.67,21.58299,69.66238,NH27_East_West,Rajasthan / MP / UP
Kerala,Unknown,2023,March,Monday,2:43,Fatal,1,Bus,8,1,Clear,National Highway,Damaged,Daylight,Signals,105,38,Male,Valid,Yes,Bridge,3,2,3,0,0,0,0,2,1,1,8,0,0,5.76,27.05758,78.0614,NH44_Delhi_Agra,Uttar Pradesh
Punjab,Unknown,2020,September,Friday,11:11,Minor,4,Two-Wheeler,7,5,Foggy,National Highway,Under Construction,Dark,,52,70,Female,Valid,No,Bridge,1,11,9,4,0,1,2,0,0,4,7,0,0,7.27,25.24365,74.59644,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Jharkhand,Unknown,2021,February,Friday,6:55,Minor,4,Pedestrian,3,0,Hazy,National Highway,Dry,Dawn,Signals,63,47,Male,Expired,No,Bridge,1,6,2,4,0,2,1,1,0,4,3,0,0,1.52,21.08713,79.11268,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Punjab,Unknown,2018,July,Thursday,5:6,Minor,5,Truck,1,2,Clear,Urban Road,Wet,Dark,Signs,120,24,Female,,Yes,Bridge,1,5,7,3,2,0,3,0,1,5,1,0,0,3.33,22.28188,72.19075,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Jharkhand,Unknown,2020,September,Monday,0:7,Fatal,3,Truck,2,2,Stormy,State Highway,Under Construction,Dark,Signals,108,61,Male,,No,Bridge,3,0,9,0,1,4,2,0,0,3,2,0,0,4.24,20.68132,81.89227,NH30_Patna_Visakhapatnam,Chhattisgarh
Gujarat,Vadodara,2018,March,Friday,13:47,Serious,5,Two-Wheeler,3,2,Stormy,Village Road,Dry,Dark,,45,46,Female,Expired,No,Curve,2,13,3,4,3,4,1,0,0,5,3,0,0,3.94,27.42412,78.18045,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Goa,Unknown,2018,May,Wednesday,13:46,Serious,2,Bus,4,0,Rainy,Village Road,Under Construction,Dusk,,99,68,Male,Expired,No,Intersection,2,13,5,2,3,3,2,3,0,2,4,0,0,2.42,18.71027,78.31349,NH44_Nagpur_Hyderabad,Telangana
Uttar Pradesh,Lucknow,2022,December,Thursday,8:30,Serious,2,Truck,0,0,Stormy,Village Road,Dry,Dawn,,115,43,Male,Valid,Yes,Bridge,2,8,12,3,3,4,1,1,1,2,0,0,0,1.82,24.85724,77.27699,NH27_East_West,Rajasthan / MP / UP
Sikkim,Unknown,2018,December,Friday,11:49,Fatal,4,Truck,7,5,Foggy,Urban Road,Under Construction,Daylight,Signals,117,60,Female,Expired,No,Straight Road,3,11,12,4,2,1,2,2,0,4,7,0,0,8.48,27.20017,82.5006,NH27_East_West,Rajasthan / MP / UP
Maharashtra,Pune,2020,October,Thursday,20:1,Fatal,2,Auto-Rickshaw,8,5,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,45,53,Male,Expired,No,Intersection,3,20,10,3,2,3,2,1,0,2,8,0,0,8.79,17.42917,75.50774,NH9_Pune_Hyderabad,Maharashtra / Telangana
Mizoram,Unknown,2021,September,Saturday,21:8,Serious,3,Two-Wheeler,2,1,Foggy,Village Road,Dry,Dark,Signs,111,25,Male,,No,Curve,2,21,9,5,3,1,1,0,0,3,2,0,0,2.73,11.17199,75.9002,NH66_West_Coast,Maharashtra / Kerala
Odisha,Unknown,2018,October,Monday,16:24,Fatal,2,Auto-Rickshaw,0,0,Rainy,State Highway,Under Construction,Dusk,Signs,82,62,Male,Valid,Yes,Intersection,3,16,10,0,1,3,2,3,1,2,0,0,0,2.42,26.80295,80.91598,NH27_East_West,Rajasthan / MP / UP
Uttarakhand,Unknown,2018,March,Tuesday,21:54,Minor,4,Cycle,10,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,109,65,Female,,No,Intersection,1,21,3,1,1,3,2,1,0,4,10,0,0,6.36,27.4288,78.23743,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Madhya Pradesh,Unknown,2022,November,Sunday,16:53,Minor,2,Two-Wheeler,7,4,Stormy,State Highway,Wet,Dawn,,100,33,Male,Expired,No,Straight Road,1,16,11,6,1,4,3,1,0,2,7,0,0,6.36,17.99272,73.69857,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Chhattisgarh,Unknown,2021,October,Sunday,18:38,Serious,1,Car,6,0,Foggy,Village Road,Under Construction,Dawn,Signs,105,18,Female,Valid,No,Curve,2,18,10,6,3,1,2,1,0,1,6,0,0,3.03,23.483,79.35282,NH44_Agra_Nagpur,Madhya Pradesh
Meghalaya,Unknown,2023,February,Saturday,1:24,Fatal,4,Bus,7,4,Clear,Urban Road,Dry,Dark,Signs,74,31,Male,,Yes,Bridge,3,1,2,5,2,0,1,0,1,4,7,0,0,8.18,13.67849,79.42991,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Goa,Unknown,2020,April,Wednesday,20:41,Fatal,5,Truck,7,0,Foggy,National Highway,Dry,Dawn,Police Checkpost,62,47,Female,Expired,Yes,Bridge,3,20,4,2,0,1,1,1,1,5,7,0,0,4.55,15.47551,77.21132,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Puducherry,Unknown,2023,April,Sunday,1:25,Fatal,5,Cycle,5,3,Rainy,Village Road,Dry,Dark,Signs,79,47,Male,,Yes,Intersection,3,1,4,6,3,3,1,0,1,5,5,0,0,6.67,17.35082,78.47399,NH9_Pune_Hyderabad,Maharashtra / Telangana
Tamil Nadu,Chennai,2022,November,Tuesday,4:4,Serious,1,Truck,0,0,Foggy,State Highway,Dry,Dawn,Police Checkpost,38,22,Male,Expired,Yes,Bridge,2,4,11,1,1,1,1,1,1,1,0,0,0,1.82,20.47028,86.26164,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Punjab,Unknown,2022,May,Friday,21:28,Fatal,1,Bus,9,1,Foggy,Village Road,Wet,Dawn,Signs,110,67,Male,,No,Bridge,3,21,5,4,3,1,3,1,0,1,9,0,0,5.45,27.98148,77.3698,NH44_Delhi_Agra,Uttar Pradesh
Telangana,Unknown,2018,September,Tuesday,15:13,Serious,2,Car,6,0,Foggy,Urban Road,Dry,Dark,Signals,119,31,Male,,Yes,Straight Road,2,15,9,1,2,1,1,0,1,2,6,0,0,3.64,17.43991,78.47733,NH9_Pune_Hyderabad,Maharashtra / Telangana
Maharashtra,Nagpur,2020,January,Monday,15:32,Fatal,2,Car,4,1,Stormy,Urban Road,Wet,Dawn,,65,67,Female,,No,Straight Road,3,15,1,0,2,4,3,1,0,2,4,0,0,3.94,20.54189,78.94197,NH44_Nagpur_Hyderabad,Telangana
Uttarakhand,Unknown,2020,January,Friday,5:14,Minor,1,Pedestrian,10,1,Hazy,Village Road,Dry,Daylight,,95,19,Female,,No,Intersection,1,5,1,4,3,2,1,2,0,1,10,0,0,4.55,20.56996,78.93797,NH44_Nagpur_Hyderabad,Telangana
Punjab,Unknown,2021,August,Monday,7:16,Serious,4,Bus,8,0,Foggy,State Highway,Under Construction,Dawn,Signs,73,33,Male,,Yes,Straight Road,2,7,8,0,1,1,2,1,1,4,8,0,0,4.24,27.65146,77.57212,NH44_Delhi_Agra,Uttar Pradesh
Telangana,Unknown,2018,September,Sunday,2:51,Minor,2,Cycle,9,5,Rainy,Urban Road,Wet,Dusk,Signals,111,67,Male,,Yes,Bridge,1,2,9,6,2,3,3,3,1,2,9,0,0,8.48,28.21833,77.91744,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Gujarat,Ahmedabad,2019,January,Monday,22:17,Minor,3,Truck,7,5,Stormy,National Highway,Damaged,Dawn,,104,23,Male,Expired,Yes,Bridge,1,22,1,0,0,4,0,1,1,3,7,0,0,7.88,12.09948,78.49022,NH44_Bangalore_Chennai,Tamil Nadu
Andhra Pradesh,Tirupati,2018,May,Wednesday,2:35,Fatal,5,Auto-Rickshaw,0,2,Stormy,Urban Road,Under Construction,Dawn,Signs,101,66,Female,Valid,No,Straight Road,3,2,5,2,2,4,2,1,0,5,0,0,0,3.64,26.83449,78.28626,NH44_Agra_Nagpur,Madhya Pradesh
West Bengal,Siliguri,2021,April,Thursday,22:58,Serious,2,Pedestrian,6,2,Rainy,National Highway,Under Construction,Dark,Signs,94,48,Female,Expired,No,Bridge,2,22,4,3,0,3,2,0,0,2,6,0,0,4.85,27.77144,77.50622,NH44_Delhi_Agra,Uttar Pradesh
Kerala,Unknown,2023,June,Monday,7:25,Fatal,1,Car,10,2,Clear,State Highway,Wet,Dawn,,117,42,Female,Expired,Yes,Straight Road,3,7,6,0,1,0,3,1,1,1,10,0,0,7.27,15.03943,75.17008,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Uttarakhand,Unknown,2021,August,Monday,13:32,Fatal,3,Truck,7,1,Hazy,Village Road,Wet,Dusk,Signs,104,24,Female,Valid,No,Intersection,3,13,8,0,3,2,3,3,0,3,7,0,0,4.85,16.97465,78.39602,NH44_Hyderabad_Bangalore,Karnataka
Maharashtra,Mumbai,2018,February,Thursday,4:9,Minor,1,Pedestrian,8,0,Hazy,National Highway,Wet,Dark,,62,49,Female,,Yes,Straight Road,1,4,2,3,0,2,3,0,1,1,8,0,0,3.64,12.07114,78.97312,NH44_Bangalore_Chennai,Tamil Nadu
Karnataka,Bangalore,2019,July,Tuesday,5:40,Minor,5,Truck,5,0,Clear,Village Road,Damaged,Dark,Signs,52,36,Male,Expired,Yes,Straight Road,1,5,7,1,3,0,0,0,1,5,5,0,0,2.73,16.06318,77.27462,NH44_Hyderabad_Bangalore,Karnataka
Odisha,Unknown,2019,February,Sunday,7:43,Serious,3,Two-Wheeler,7,1,Foggy,State Highway,Under Construction,Dawn,Signs,85,29,Male,Expired,Yes,Intersection,2,7,2,6,1,1,2,1,1,3,7,0,0,4.85,17.6237,78.53674,NH44_Nagpur_Hyderabad,Telangana
Rajasthan,Jodhpur,2021,January,Tuesday,16:38,Fatal,3,Truck,2,4,Hazy,Urban Road,Wet,Daylight,Signs,61,58,Female,Valid,No,Curve,3,16,1,1,2,2,3,2,0,3,2,0,0,6.06,23.67666,85.21377,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Jharkhand,Unknown,2023,September,Saturday,7:48,Serious,4,Bus,7,1,Clear,Urban Road,Damaged,Dusk,,44,59,Male,Expired,Yes,Bridge,2,7,9,5,2,0,0,3,1,4,7,0,0,4.85,24.84863,84.80948,NH30_Patna_Visakhapatnam,Chhattisgarh
Goa,Unknown,2021,November,Tuesday,7:0,Fatal,3,Pedestrian,9,2,Hazy,State Highway,Dry,Dusk,Signals,53,35,Male,Valid,No,Intersection,3,7,11,1,1,2,1,3,0,3,9,0,0,6.36,32.2669,74.99418,NH44_North,Jammu & Kashmir
Madhya Pradesh,Unknown,2019,May,Sunday,17:41,Fatal,3,Pedestrian,6,0,Hazy,Urban Road,Under Construction,Dusk,Signs,53,21,Female,Valid,Yes,Bridge,3,17,5,6,2,2,2,3,1,3,6,0,0,4.24,23.46231,83.89861,NH30_Patna_Visakhapatnam,Chhattisgarh
Odisha,Unknown,2022,January,Sunday,9:58,Minor,3,Bus,3,2,Foggy,Village Road,Dry,Dawn,,100,45,Male,,Yes,Straight Road,1,9,1,6,3,1,1,1,1,3,3,0,0,3.94,17.45575,75.44741,NH9_Pune_Hyderabad,Maharashtra / Telangana
West Bengal,Durgapur,2018,February,Wednesday,14:56,Fatal,2,Cycle,6,5,Rainy,Urban Road,Wet,Daylight,Police Checkpost,90,40,Female,Valid,Yes,Curve,3,14,2,2,2,3,3,2,1,2,6,0,0,8.79,20.61698,78.97512,NH44_Nagpur_Hyderabad,Telangana
Tamil Nadu,Madurai,2021,November,Friday,1:42,Minor,5,Truck,7,5,Foggy,National Highway,Damaged,Dark,Signs,39,23,Male,,No,Curve,1,1,11,4,0,1,0,0,0,5,7,0,0,7.27,27.37611,77.7296,NH44_Delhi_Agra,Uttar Pradesh
Haryana,Unknown,2018,February,Saturday,0:28,Serious,4,Car,10,1,Stormy,State Highway,Dry,Daylight,Police Checkpost,103,26,Male,Valid,Yes,Bridge,2,0,2,5,1,4,1,2,1,4,10,0,0,5.76,24.17457,89.27986,NH52_Barasat_Guwahati,West Bengal / Assam
Punjab,Unknown,2021,November,Monday,6:22,Serious,1,Cycle,1,0,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,67,53,Male,,Yes,Curve,2,6,11,0,2,2,2,2,1,1,1,0,0,2.12,20.13351,73.49612,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Andhra Pradesh,Vijayawada,2021,August,Wednesday,6:12,Minor,1,Car,2,2,Rainy,Village Road,Under Construction,Dawn,,48,43,Male,Expired,Yes,Bridge,1,6,8,2,3,3,2,1,1,1,2,0,0,3.64,34.13309,74.79337,NH44_North,Jammu & Kashmir
Nagaland,Unknown,2021,December,Monday,6:37,Minor,2,Bus,2,4,Hazy,State Highway,Dry,Dark,Signals,40,66,Male,Expired,Yes,Straight Road,1,6,12,0,1,2,1,0,1,2,2,0,0,5.45,32.26833,74.8967,NH44_North,Jammu & Kashmir
Gujarat,Ahmedabad,2021,September,Saturday,21:47,Fatal,1,Cycle,8,3,Stormy,State Highway,Dry,Daylight,Police Checkpost,109,43,Female,Valid,No,Straight Road,3,21,9,5,1,4,1,2,0,1,8,0,0,6.97,15.8309,80.28839,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Delhi,Rohini,2023,February,Friday,16:58,Fatal,4,Truck,5,3,Rainy,State Highway,Under Construction,Dark,Police Checkpost,31,39,Female,,No,Intersection,3,16,2,4,1,3,2,0,0,4,5,0,0,6.06,28.651,77.2496,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Jammu and Kashmir,Unknown,2023,December,Tuesday,6:12,Serious,3,Cycle,1,2,Foggy,Urban Road,Damaged,Dusk,Signs,107,64,Male,Valid,No,Curve,2,6,12,1,2,1,0,3,0,3,1,0,0,3.33,15.4528,75.05624,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Punjab,Unknown,2019,December,Tuesday,10:39,Serious,2,Cycle,6,3,Rainy,National Highway,Dry,Dawn,Signs,89,43,Male,Valid,Yes,Bridge,2,10,12,1,0,3,1,1,1,2,6,0,0,6.36,13.11766,80.33997,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Arunachal Pradesh,Unknown,2021,April,Friday,7:7,Minor,5,Auto-Rickshaw,7,0,Stormy,State Highway,Wet,Dawn,,53,24,Female,Expired,Yes,Bridge,1,7,4,4,1,4,3,1,1,5,7,0,0,3.33,13.88823,74.83039,NH66_West_Coast,Maharashtra / Kerala
Rajasthan,Jodhpur,2019,December,Sunday,14:13,Fatal,2,Auto-Rickshaw,7,1,Hazy,National Highway,Damaged,Dusk,Signs,51,36,Female,Expired,Yes,Curve,3,14,12,6,0,2,0,3,1,2,7,0,0,5.45,11.28116,77.88612,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
West Bengal,Siliguri,2023,April,Monday,23:45,Serious,5,Auto-Rickshaw,8,3,Hazy,Urban Road,Wet,Dawn,Signs,112,28,Female,Valid,Yes,Curve,2,23,4,0,2,2,3,1,1,5,8,0,0,6.97,9.81485,77.46975,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Odisha,Unknown,2022,November,Sunday,18:49,Serious,3,Truck,5,1,Clear,State Highway,Dry,Dawn,Signals,37,32,Male,,No,Intersection,2,18,11,6,1,0,1,1,0,3,5,0,0,3.64,25.42593,90.028,NH52_Barasat_Guwahati,West Bengal / Assam
Uttar Pradesh,Kanpur,2018,June,Monday,5:40,Fatal,4,Bus,1,0,Foggy,Village Road,Wet,Dark,Signs,32,58,Male,Expired,No,Intersection,3,5,6,0,3,1,3,0,0,4,1,0,0,2.12,17.12582,77.2495,NH9_Pune_Hyderabad,Maharashtra / Telangana
